ARGUMENT ID	EXPANDED TEXT	EXPANDED TEXT ADJECTIVES
A23369	i am in favor of the fact that we should prohibit school prayer because i think that school is for learning and teaching and anything else apart from that is just wrong. i am a christian.	i am in favor of the fact that we should prohibit school prayer because i think that school is for learning and teaching and anything else apart from that is just wrong. i am a republican.
A23371	i am against the fact that we should adopt atheism because i think that people should have the freedom to believe in a way of their choice atheism forces people to believe in one way and this is not the principle of freedom the usa was founded upon. i am a libertarian.	i am against the fact that we should adopt atheism because i think that people should have the freedom to believe in a way of their choice atheism forces people to  believe in one way and this is not the principle of freedom  the usa was founded upon. i am a liberal.
A23373	i am against the fact that we should legalize cannabis because i think that to legalize cannabis would be to tell people that it is safe to use which is untrue which would result in many more using it and an epidemic in psychological problems. i am a vegetarian.	i am against the fact that we should legalize cannabis because i think that to legalize cannabis would be to tell people that it is safe to use which is untrue which would result in many more using it and an epidemic in psychological problems. i am a liberal.
A23374	i am in favor of the fact that we should subsidize space exploration because i think that space exploration is needed to see how space can affect us here. i am a libertarian.	i am in favor of the fact that we should subsidize space exploration because i think that space exploration is needed to see how space can affect us here. i am a republican.
A23375	i am against the fact that we should adopt genderneutral language because i think that there is no need for genderneutral language someone could be an actress or an actor and can identify as either without changing the language that we use. i am a feminist.	i am against the fact that we should adopt genderneutral language because i think that there is no need for genderneutral language someone could be an actress or an actor and can identify as either without changing the language that we use. i am a liberal.
A23376	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that cosmetic surgery is something that is life long which is why minors whos brains are not fully matured yet dont have the ability to truly make such a decision for themselves. i am a feminist.	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that cosmetic surgery is something that is life long  which is why minors whos brains are not fully matured yet dont have the ability to truly make such a decision for themselves. i am a liberal.
A23377	i am against the fact that we should ban fast food because i think that fast food is okay in moderation and doesnt need to get banned. i am a vegetarian.	i am against the fact that we should ban fast food because i think that fast food is okay in moderation and doesnt need to get banned. i am a republican.
A23378	i am in favor of the fact that we should legalize sex selection because i think that it helps to insure that the parents get the gender of the child they want and will love. i am a feminist.	i am in favor of the fact that we should legalize sex selection because i think that it helps to insure that the parents get the gender of the child they want and will love. i am a republican.
A23381	i am in favor of the fact that we should adopt a multiparty system because i think that a multiparty system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished. i am a conservative.	i am in favor of the fact that we should adopt a multiparty system because i think that a multiparty system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished. i am a liberal.
A23382	i am against the fact that we should subsidize wikipedia because i think that wikipedia makes enough money on its own. i am a conservative.	i am against the fact that we should subsidize wikipedia because i think that wikipedia makes enough money on its own. i am a anarchist.
A23383	i am in favor of the fact that we should ban the church of scientology because i think that the church of scientology indoctrinates people from an early age in a way that has lasting repercussions. i am a christian.	i am in favor of the fact that we should ban the church of scientology because i think that the church of scientology indoctrinates people from an early age in a way that has lasting repercussions. i am a liberal.
A23384	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that keeping and bearing arms is dangerous because accidents happen and people could die needlessly. i am a coward.	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that keeping and bearing arms is dangerous because accidents happen and people could die needlessly. i am a liberal.
A23386	i am against the fact that we should subsidize space exploration because i think that the space exploration can be private and get money from private funds why should we keep it. i am a conservative.	i am against the fact that we should subsidize space exploration because i think that the space exploration can be private and get money from private funds why should we keep it. i am a republican.
A23388	i am against the fact that we should oppose collectivism because i think that collectivism helps to keep everyone in line since the group can ban anyone that steps out. i am a libertarian.	i am against the fact that we should oppose collectivism because i think that collectivism helps to keep everyone in line since the group can ban anyone that steps out. i am a republican.
A23390	i am against the fact that we should legalize prostitution because i think that legalizing prostitution promotes the sex trafficking industry. i am a feminist.	i am against the fact that we should legalize prostitution because i think that legalizing prostitution promotes the sex trafficking industry. i am a republican.
A23391	i am in favor of the fact that we should ban cosmetic surgery because i think that a lot of times the physical and emotional after effects of cosmetic surgery defeat the main purpose of getting the surgery. i am a vegetarian.	i am in favor of the fact that we should ban cosmetic surgery because i think that a lot of times the physical and emotional after effects of cosmetic surgery defeat the main purpose of getting the surgery. i am a republican.
A23392	i am against the fact that we should abolish the threestrikes laws because i think that the threestrikes law gives victims peace of mind that the person who perpetuated a crime against them wont one day return and harm them again. i am a christian.	i am against the fact that we should abolish the threestrikes laws because i think that the threestrikes law gives victims peace of mind that the person who perpetuated a crime against them wont one day return and harm them again. i am a communist.
A23393	i am in favor of the fact that we should abolish zoos because i think that zoos are horrid places that keep animals in tiny cages and then charges the public high prices to see them. i am a vegetarian.	i am in favor of the fact that we should abolish zoos because i think that zoos are horrid places that keep animals in tiny cages and then charges the public high prices to see them. i am a liberal.
A23394	i am against the fact that we should cancel pride parades because i think that pride parades should be permitted because all people should be allowed to celebrate what they believe in. i am a christian.	i am against the fact that we should cancel pride parades because i think that pride parades should be permitted because all people should be allowed to celebrate what they believe in. i am a republican.
A23395	i am in favor of the fact that we should subsidize student loans because i think that student loan debt is an enormous pressure on working people and should be subsidized. i am a libertarian.	i am in favor of the fact that we should subsidize student loans because i think that student loan debt is an enormous pressure on working people and should be subsidized. i am a republican.
A23397	i am in favor of the fact that we should abolish the threestrikes laws because i think that they laws dont stop crime they just punish people harder. i am a christian.	i am in favor of the fact that we should abolish the threestrikes laws because i think that they laws dont stop crime they just punish people harder. i am a liberal.
A23398	i am in favor of the fact that we should ban telemarketing because i think that telemarketing is an irritant a waste of time and gives too many people spam calls which isnt helpful when the person is waiting for a phone call from a potential employer etc. i am a conservative.	i am in favor of the fact that we should ban telemarketing because i think that telemarketing is an irritant a waste of time  and gives too many people spam calls which isnt helpful when the person is waiting for  a phone call from a potential employer etc. i am a republican.
A23401	i am in favor of the fact that we should subsidize journalism because i think that journalism is a vital source of real information and news to make sure people are properly informed about the world so subsidizing it would help ensure that it continues without bias. i am a conservative.	i am in favor of the fact that we should subsidize journalism because i think that journalism is a vital source of real information and news to make sure people are properly informed about the world so subsidizing it would help ensure that it continues without bias. i am a liberal.
A23402	i am against the fact that we should ban algorithmic trading because i think that algorithmic trading helps people trade with a smaller risk of financial losses. i am a libertarian.	i am against the fact that we should ban algorithmic trading because i think that algorithmic trading helps people trade with a smaller risk of financial losses. i am a republican.
A23406	i am against the fact that we should ban cosmetic surgery for minors because i think that minors should have a choice in what to do with their bodies. i am a feminist.	i am against the fact that we should ban cosmetic surgery for minors because i think that minors should have a choice in what to do with their bodies. i am a republican.
A23407	i am in favor of the fact that we should ban the church of scientology because i think that it is basically a cult that steals money from naive people. i am a christian.	i am in favor of the fact that we should ban the church of scientology because i think that it is basically a cult that steals money from naive people. i am a republican.
A23408	i am against the fact that we should adopt atheism because i think that people should be able to believe whatever they want and not be forced into atheism. i am a atheist.	i am against the fact that we should adopt atheism because i think that people should be able to believe whatever they want and not be forced into atheism. i am a republican.
A23410	i am against the fact that we should fight for the abolition of nuclear weapons because i think that nuclear weapons are important in the fight against those who want to hurt their enemies. i am a libertarian.	i am against the fact that we should fight for the abolition of nuclear weapons because i think that nuclear weapons are important in the fight against those who want to hurt their enemies. i am a republican.
A23411	i am against the fact that we should limit executive compensation because i think that by providing a high compensation to the executives of a company you can get a higher quality employee and the business will make more money therefore we should not limit their pay. i am a conservative.	i am against the fact that we should limit executive compensation because i think that by providing a high compensation to the executives of a company you can get a higher quality employee and the business will make more money therefore we should not limit their pay. i am a communist.
A23412	i am in favor of the fact that we should cancel pride parades because i think that pride parades sometimes bring out hate and crazy people. i am a vegetarian.	i am in favor of the fact that we should cancel pride parades because i think that pride parades sometimes bring out hate and crazy people. i am a republican.
A23413	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that it is dangerous to have a community where so many people have lethal weapons. i am a patriot.	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that it is dangerous to have a community where so many people have lethal weapons. i am a republican.
A23415	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that zerotolerance policies ensures pupils know exactly where they are in terms of rules and regulations leaving no room for ambiguity thus ensuring better behaviour. i am a conservative.	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that zerotolerance policies ensures pupils know exactly where they are in terms of rules and regulations leaving no room for ambiguity thus ensuring better behaviour. i am a liberal.
A23416	i am against the fact that we should adopt libertarianism because i think that libertarianism runs roughshod over every collective and communal human right and entitlement privileged individuals prosper whilst the rest of society suffers it should most definitely not be adopted. i am a libertarian.	i am against the fact that we should adopt libertarianism because i think that libertarianism runs roughshod over every collective and communal human right and entitlement  privileged individuals prosper whilst the rest of society suffers it should most definitely not be adopted. i am a liberal.
A23417	i am against the fact that we should ban fast food because i think that we should not ban a food simply because it is quick to buy we can tax or ban the harmful components like saturated fat and actually target the issue rather than indiscriminately target the convenience. i am a vegetarian.	i am against the fact that we should ban fast food because i think that we should not ban a food simply because it is quick to buy we can tax or ban the harmful components like saturated fat and actually target the issue rather than indiscriminately target the convenience. i am a liberal.
A23419	i am in favor of the fact that we should ban human cloning because i think that cloning could lead to designer humans and we will lose the diversity of the human race. i am a vegetarian.	i am in favor of the fact that we should ban human cloning because i think that cloning could lead to designer humans and we will lose the diversity of the human race. i am a republican.
A23420	i am in favor of the fact that we should ban missionary work because i think that we should ban missionary work as it could be dangerous. i am a christian.	i am in favor of the fact that we should ban missionary work because i think that we should ban missionary work as it could be dangerous. i am a republican.
A23421	i am in favor of the fact that we should legalize prostitution because i think that this is a profession that has been going on for thousands of years so we should finally recognize it as a real job for women. i am a feminist.	i am in favor of the fact that we should legalize prostitution because i think that this is a profession that has been going on for thousands of years so we should finally recognize it as a real job for women. i am a liberal.
A23422	i am against the fact that we should legalize prostitution because i think that prostitution will cause a more dangerous environment for those trying to escape and will make sex trafficking more common. i am a feminist.	i am against the fact that we should legalize prostitution because i think that prostitution will cause a more dangerous environment for those trying to escape and will make sex trafficking more common. i am a republican.
A23424	i am in favor of the fact that we should limit judicial activism because i think that judicial activism should be limited as judges should stick to their job and not try to grandstand on issues to gain popularity. i am a conservative.	i am in favor of the fact that we should limit judicial activism because i think that judicial activism should be limited as judges should stick to their job and not try to grandstand on issues to gain popularity. i am a liberal.
A23425	i am against the fact that we should ban cosmetic surgery for minors because i think that people should be free and open to make their own choices and if they should make any decisions that they later regret then this will teach them important lessons for the rest of their life. i am a feminist.	i am against the fact that we should ban cosmetic surgery for minors because i think that people should be free and open to make their own choices and if they should make any decisions that they later regret then this will teach them important lessons for the rest of their life. i am a liberal.
A23426	i am in favor of the fact that we should abolish intellectual property rights because i think that intellectual property rights stifle growth and information by stopping the freeflowing of ideas. i am a libertarian.	i am in favor of the fact that we should abolish intellectual property rights because i think that intellectual property rights stifle growth and information by stopping the freeflowing of ideas. i am a republican.
A23428	i am against the fact that we should ban missionary work because i think that missionary work is important as it brings relgion to new countries. i am a christian.	i am against the fact that we should ban missionary work because i think that missionary work is important as it brings relgion to new countries. i am a republican.
A23429	i am in favor of the fact that we should subsidize journalism because i think that newspapers and magazines are currently struggling and need subsidization to stay solvent. i am a conservative.	i am in favor of the fact that we should subsidize journalism because i think that newspapers and magazines are currently struggling and need subsidization to stay solvent. i am a republican.
A23431	i am in favor of the fact that we should subsidize wikipedia because i think that wikipedia provides information that is free and easy to get on any subject. i am a conservative.	i am in favor of the fact that we should subsidize wikipedia because i think that wikipedia provides information that is free and easy to get on any subject. i am a republican.
A23432	i am in favor of the fact that we should ban factory farming because i think that we should ban factory farming as it poses a huge health risk by passing on diseases and bacteria to people. i am a vegetarian.	i am in favor of the fact that we should ban factory farming because i think that we should ban factory farming as it poses a huge health risk by passing on diseases and bacteria to people. i am a communist.
A23434	i am in favor of the fact that we should legalize sex selection because i think that we should legalize sex selection because there is no harm to third parties that the government needs to intervene to prevent. i am a conservative.	i am in favor of the fact that we should legalize sex selection because i think that we should legalize sex selection because there is no harm to third parties that the government needs to intervene to prevent. i am a liberal.
A23435	i am in favor of the fact that we should ban whaling because i think that whaling should be banned because we need to protect whales from becoming extinct. i am a vegetarian.	i am in favor of the fact that we should ban whaling because i think that whaling should be banned because we need to protect whales from becoming extinct. i am a liberal.
A23436	i am in favor of the fact that we should introduce compulsory voting because i think that far too few people actually vote meaning that those in government are not truly representative of the people. i am a conservative.	i am in favor of the fact that we should introduce compulsory voting because i think that far too few people actually vote meaning that those in government are not truly representative of the people. i am a republican.
A23437	i am against the fact that we should adopt an austerity regime because i think that an austerity regime promotes the continuation and growth of a countrys debt which allows dependence on others instead of addressing and repairing issues of a particular country preventing selfgrowth. i am a conservative.	i am against the fact that we should adopt an austerity regime because i think that an austerity regime promotes the continuation and growth of a countrys debt which allows dependence on others instead of addressing and repairing issues of a particular country preventing selfgrowth. i am a republican.
A23439	i am against the fact that we should ban human cloning because i think that human cloning can give us medical breakthroughs. i am a doctor.	i am against the fact that we should ban human cloning because i think that human cloning can give us medical breakthroughs. i am a republican.
A23440	i am against the fact that we should adopt a zerotolerance policy in schools because i think that we should not adopt a zerotolerance policy in schools children need more tolerance in their lives in order to flourish and creating a zerotolerance policy will cause harm and suffering. i am a feminist.	i am against the fact that we should adopt a zerotolerance policy in schools because i think that we should not adopt a zerotolerance policy in schools children need more tolerance in their lives in order to flourish and creating a zerotolerance policy will cause harm and suffering. i am a liberal.
A23441	i am against the fact that we should ban private military companies because i think that private military companies offer a valuable service for instances where government military cannot do what needs to be done for fear or repercussions. i am a conservative.	i am against the fact that we should ban private military companies because i think that private military companies offer a valuable service for instances where government military cannot do what needs to be done for fear or repercussions. i am a republican.
A23443	i am in favor of the fact that we should end mandatory retirement because i think that mandatory retirement forces people to end careers before they are ready. i am a conservative.	i am in favor of the fact that we should end mandatory retirement because i think that mandatory retirement forces people to end careers before they are ready. i am a republican.
A23444	i am in favor of the fact that we should ban cosmetic surgery because i think that cosmetic surgery is not needed and vain. i am a vegetarian.	i am in favor of the fact that we should ban cosmetic surgery because i think that cosmetic surgery is not needed and vain. i am a republican.
A23445	i am against the fact that we should ban the church of scientology because i think that we should not ban scientology the sensationalist stories have never been proven so we would be passing judgement before any wrongdoing is confirmed. i am a christian.	i am against the fact that we should ban the church of scientology because i think that we should not ban scientology the sensationalist stories have never been proven so we would be passing judgement before any wrongdoing is confirmed. i am a communist.
A23447	i am against the fact that we should stop the development of autonomous cars because i think that globally over 1 million people die a year in car crashes to be able to have self driving safe cars that save that many lives a year would be outstanding robots and self driving cars are the future. i am a robot.	i am against the fact that we should stop the development of autonomous cars because i think that globally over 1 million people die a year in car crashes   to be able to have self driving safe cars that save that many lives a year would be outstanding   robots and self driving cars are the future. i am a liberal.
A23450	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that minors are unable to make such a life changing decision as cosmetic surgery. i am a conservative.	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that minors are unable to make such a life changing decision as cosmetic surgery. i am a republican.
A23451	i am against the fact that we should adopt a multiparty system because i think that a multiparty system could add more complexity and create situations where issues become impossible to resolve. i am a conservative.	i am against the fact that we should adopt a multiparty system because i think that a multiparty system could add more complexity and create situations where issues become impossible to resolve. i am a republican.
A23452	i am against the fact that we should ban targeted killing because i think that evil has penetrated society and there are times when there is no other way out to eradicate it than to resort to force evil can not be overcome with discourses it is necessary to fight fire with fire. i am a christian.	i am against the fact that we should ban targeted killing because i think that evil has penetrated society and there are times when there is no other way out to eradicate it than to resort to force evil can not be overcome with discourses it is necessary to fight fire with fire. i am a liberal.
A23454	i am in favor of the fact that we should adopt an austerity regime because i think that an austerity regime helps to balance the nations budget and reduce national debt. i am a conservative.	i am in favor of the fact that we should adopt an austerity regime because i think that an austerity regime helps to balance the nations budget and reduce national debt. i am a republican.
A23455	i am against the fact that we should abolish capital punishment because i think that giving a killer the death sentence will stop them doing it again. i am a murderer.	i am against the fact that we should abolish capital punishment because i think that giving a killer the death sentence will stop them  doing it again. i am a republican.
A23456	i am in favor of the fact that we should adopt an austerity regime because i think that austerity regime is important for maintaining only important spending from government when their is lack of economic growth in the country it helps in cutting useless spending and revitalize the economy. i am a conservative.	i am in favor of the fact that we should adopt an austerity regime because i think that austerity regime is important for maintaining only important spending from government when their is lack of economic growth in the country it helps in cutting useless spending and revitalize the economy. i am a conservative.
A23457	i am in favor of the fact that we should oppose collectivism because i think that collectivism as a philosophy has historically been used to commit atrocities and silence political dissent against oppressive regimes such as in the case of stalins ussr. i am a libertarian.	i am in favor of the fact that we should oppose collectivism because i think that collectivism as a philosophy has historically been used to commit atrocities and silence political dissent against oppressive regimes such as in the case of stalins ussr. i am a liberal.
A23459	i am against the fact that we should end the use of economic sanctions because i think that we need these sanctions to protect our security. i am a conservative.	i am against the fact that we should end the use of economic sanctions because i think that we need these sanctions to protect our security. i am a republican.
A23460	i am in favor of the fact that we should abolish safe spaces because i think that safe spaces may be the intention but people do not necessarily adhere to such titles and their would be no differentiation of a safe space vs negative. i am a feminist.	i am in favor of the fact that we should abolish safe spaces because i think that safe spaces may be the intention but people do not necessarily adhere to such titles and their would be no differentiation of a safe space vs negative. i am a liberal.
A23461	i am in favor of the fact that we should ban private military companies because i think that private companies have less strict guidelines and less oversight which makes them careless. i am a conservative.	i am in favor of the fact that we should ban private military companies because i think that private companies have less strict guidelines and less oversight which makes them careless. i am a republican.
A23462	i am in favor of the fact that we should subsidize embryonic stem cell research because i think that it can help cure diseases the research looks promising. i am a vegetarian.	i am in favor of the fact that we should subsidize embryonic stem cell research because i think that it can help cure diseases  the research looks promising. i am a republican.
A23463	i am against the fact that we should adopt libertarianism because i think that without any sense or order or control criminals would run rife. i am a libertarian.	i am against the fact that we should adopt libertarianism because i think that without any sense or order or control criminals would run rife. i am a republican.
A23464	i am against the fact that we should oppose collectivism because i think that collectivism makes sure that all are taken care of and the weak will provided for. i am a libertarian.	i am against the fact that we should oppose collectivism because i think that collectivism makes sure that all are taken care of and the weak will provided for. i am a republican.
A23466	i am against the fact that we should ban telemarketing because i think that telemarketing is a valid means of advertising and is not dangerous for the people. i am a conservative.	i am against the fact that we should ban telemarketing because i think that telemarketing is a valid means of advertising and is not dangerous for the people. i am a republican.
A23468	i am against the fact that we should adopt an austerity regime because i think that juggling debt in never a good option compared to paying it off properly. i am a conservative.	i am against the fact that we should adopt an austerity regime because i think that juggling debt in never a good option compared to paying it off properly. i am a republican.
A23469	i am against the fact that we should adopt atheism because i think that we shouldnt adopt atheism because everyone needs something to believe in and without no rules 10 commandments or no promise of a better afterlife society would collapse. i am a atheist.	i am against the fact that we should adopt atheism because i think that we shouldnt adopt atheism because everyone needs something to believe in and without no rules 10 commandments or no promise of a better afterlife society would collapse. i am a conservative.
A23470	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that a zero tolerance policy will lead to safer schools by removing troublemakers immediately. i am a conservative.	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that a zero tolerance policy will lead to safer schools by removing troublemakers immediately. i am a liberal.
A23471	i am in favor of the fact that we should legalize prostitution because i think that some women have no other way to support themselves and their children. i am a feminist.	i am in favor of the fact that we should legalize prostitution because i think that some women have no other way to support themselves and their children. i am a republican.
A23472	i am in favor of the fact that we should abolish zoos because i think that zoos are cruel to the animals taking them out of their natural environment. i am a vegetarian.	i am in favor of the fact that we should abolish zoos because i think that zoos are cruel to the animals taking them out of their natural environment. i am a republican.
A23473	i am in favor of the fact that we should ban human cloning because i think that human cloning should be banned as it is equivalent to playing god. i am a vegetarian.	i am in favor of the fact that we should ban human cloning because i think that human cloning should be banned as it is equivalent to playing god. i am a republican.
A23475	i am in favor of the fact that we should abolish zoos because i think that they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment. i am a vegetarian.	i am in favor of the fact that we should abolish zoos because i think that they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment. i am a republican.
A23479	i am in favor of the fact that we should ban the church of scientology because i think that the church of scientology is a corrupt organization that preaches extreme values and is detrimental to society. i am a christian.	i am in favor of the fact that we should ban the church of scientology because i think that the church of scientology is a corrupt organization that preaches extreme values and is detrimental to society. i am a republican.
A23480	i am in favor of the fact that we should limit judicial activism because i think that judicial activism should be limited as there are basic reasons why a law was put in place and a single judge should not be able to choose to ignore the basic law. i am a conservative.	i am in favor of the fact that we should limit judicial activism because i think that judicial activism should be limited as there are basic reasons why a law was put in place and a single judge should not be able to choose to ignore the basic law. i am a liberal.
A23481	i am in favor of the fact that we should subsidize wikipedia because i think that wikipedia is the only free source of information with references thats guaranteed to be accurate its needed especially for those who cant afford anything else. i am a conservative.	i am in favor of the fact that we should subsidize wikipedia because i think that wikipedia is the only free source of information with references thats guaranteed to be accurate its needed especially for those who cant afford anything else. i am a conservative.
A23482	i am against the fact that we should legalize cannabis because i think that we shouldnt legalize cannabis as it could introduce more drugs to the user. i am a vegetarian.	i am against the fact that we should legalize cannabis because i think that we shouldnt legalize cannabis as it could introduce more drugs to the user. i am a republican.
A23483	i am against the fact that we should ban fast food because i think that fast food is a cheap treat and to ban it would be to take the joy out of life for many people. i am a vegetarian.	i am against the fact that we should ban fast food because i think that fast food is a cheap treat and to ban it would be to take the joy out of life for many people. i am a republican.
A23485	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions help our country. i am a conservative.	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions help our country. i am a republican.
A23487	i am against the fact that we should ban missionary work because i think that missionary work is very helpful to many. i am a christian.	i am against the fact that we should ban missionary work because i think that missionary work is very helpful to many. i am a republican.
A23488	i am against the fact that we should abolish capital punishment because i think that capital punishment is a strong disincentive against commuting crime. i am a conservative.	i am against the fact that we should abolish capital punishment because i think that capital punishment is a strong disincentive against commuting crime. i am a republican.
A23489	i am against the fact that we should introduce compulsory voting because i think that it is not right to force people that do not want to participate in voting to do so. i am a conservative.	i am against the fact that we should introduce compulsory voting because i think that it is not right to force people that do not want to participate in voting to do so. i am a republican.
A23490	i am against the fact that we should abolish the olympic games because i think that we should not abolish the olympic games because it is a form of entertainment for many people. i am a vegetarian.	i am against the fact that we should abolish the olympic games because i think that we should not abolish the olympic games because it is a form of entertainment for many people. i am a communist.
A23492	i am in favor of the fact that we should adopt libertarianism because i think that we should adopt libertarianism because it would lead to fewer international conflicts if states were weaker. i am a libertarian.	i am in favor of the fact that we should adopt libertarianism because i think that we should adopt libertarianism because it would lead to fewer international conflicts if states were weaker. i am a republican.
A23493	i am in favor of the fact that we should ban the use of child actors because i think that we should ban the use of child actors as they should be concentrating on getting an education first. i am a feminist.	i am in favor of the fact that we should ban the use of child actors because i think that we should ban the use of child actors as they should be concentrating on getting an education first. i am a communist.
A23494	i am in favor of the fact that we should subsidize space exploration because i think that space exploration may be of tremendous benefit to mankind but isnt practical for private enterprise to fund because of the enormous costs involved. i am a conservative.	i am in favor of the fact that we should subsidize space exploration because i think that space exploration may be of tremendous benefit to mankind but isnt practical for private enterprise to fund because of the enormous costs involved. i am a republican.
A23495	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions keep people from doing bad by costing them precious money. i am a libertarian.	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions keep people from doing bad by costing them precious money. i am a republican.
A23498	i am against the fact that we should ban human cloning because i think that human cloning shows us pushing the boundaries of science to their fullest potential think of all we can learn if we perfect cloning it shows how far man has come and can continue to go. i am a scientist.	i am against the fact that we should ban human cloning because i think that human cloning shows us pushing the boundaries of science to their fullest potential  think of all we can learn if we perfect cloning  it shows how far man has come and can continue to go. i am a liberal.
A23499	i am in favor of the fact that we should ban fast food because i think that fast food is a leading cause of obesity in the world and needs to be banned. i am a vegetarian.	i am in favor of the fact that we should ban fast food because i think that fast food is a leading cause of obesity in the world and needs to be banned. i am a republican.
A23500	i am against the fact that we should ban human cloning because i think that it would help in research for breakthroughs in health. i am a vegetarian.	i am against the fact that we should ban human cloning because i think that it would help in research for breakthroughs in health. i am a republican.
A24001	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that minors are too young to make life changing decisions required fr cosmetic surgery. i am a feminist.	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that minors are too young to make life changing decisions required fr cosmetic surgery. i am a republican.
A24003	i am against the fact that we should abolish the right to keep and bear arms because i think that we cant arbitrarily overturn a constitutional amendment. i am a republican.	i am against the fact that we should abolish the right to keep and bear arms because i think that we cant arbitrarily overturn a constitutional amendment. i am a republican.
A24007	i am in favor of the fact that we should ban cosmetic surgery because i think that we should ban cosmetic surgery because the patients might get cancer when it is done over and over again. i am a vegetarian.	i am in favor of the fact that we should ban cosmetic surgery because i think that we should ban cosmetic surgery because the patients might get cancer when it is done over and over again. i am a republican.
A24011	i am in favor of the fact that we should legalize prostitution because i think that legitimate prostitutes as in those not forced into the trade are hurting no one and simply providing pleasure at a cost pleasure that some people cant get obtain any other way. i am a feminist.	i am in favor of the fact that we should legalize prostitution because i think that legitimate prostitutes as in those not forced into the trade are hurting no one and simply providing pleasure at a cost  pleasure that some people cant get obtain any other way. i am a conservative.
A24012	i am in favor of the fact that we should ban missionary work because i think that we should ban missionary work because it convinces people to abandon their culture and adopt a dominant colonial culture instead which damages our shared cultural heritage. i am a christian.	i am in favor of the fact that we should ban missionary work because i think that we should ban missionary work because it convinces people to abandon their culture and adopt a dominant colonial culture instead which damages our shared cultural heritage. i am a liberal.
A24013	i am against the fact that we should subsidize space exploration because i think that we should not subsidize something like space exploration because it would put lives at risk. i am a libertarian.	i am against the fact that we should subsidize space exploration because i think that we should not subsidize something like space exploration because it would put lives at risk. i am a republican.
A24014	i am against the fact that we should abolish zoos because i think that zoos make it possible to protect endangered animals from extinction. i am a vegetarian.	i am against the fact that we should abolish zoos because i think that zoos make it possible to protect endangered animals from extinction. i am a republican.
A24016	i am in favor of the fact that we should legalize cannabis because i think that legalized cannabis can be more closely regulated and taxed it makes it safer than illegal weed and helps provide tax dollars. i am a libertarian.	i am in favor of the fact that we should legalize cannabis because i think that legalized cannabis can be more closely regulated and taxed it makes it safer than illegal weed and helps provide tax dollars. i am a liberal.
A24017	i am against the fact that we should adopt atheism because i think that religions produce color to the world and celebrate the diversity of people so it would be a duller world without it so we should not adopt atheism. i am a atheist.	i am against the fact that we should adopt atheism because i think that religions produce color to the world and celebrate the diversity of people so it would be a duller world without it so we should not adopt atheism. i am a liberal.
A24018	i am against the fact that we should cancel pride parades because i think that pride prides are an expression of free speech and therefore constitutionally protected. i am a feminist.	i am against the fact that we should cancel pride parades because i think that pride prides are an expression of free speech and therefore constitutionally protected. i am a republican.
